date,explanation,hdurl,media_type,service_version,title,url,copyright,local_filename
1995-07-01,"July 1, 1995    The Hooker Telescope on Mt. Wilson  Picture Credit: Mount Wilson Observatory Explanation:  In the 1920s, pictures from the Hooker Telescope on Mt. Wilson fundamentally changed our understanding of the cosmos. Astronomer Edwin Hubble, using photographs he took with this telescope, demonstrated that the objects his contemporaries called ""spiral nebulae"" were actually huge systems of stars - spiral galaxies, similar to our own Milky Way galaxy but incredibly distant. Prior to Hubble's work it was argued that the spiral nebulae were mere clouds of gas and that they, along with everything else in the universe, were contained in our own galaxy. The Hooker Telescope mirror is 100 inches in diameter which is nearly the size of the mirror of the orbiting Hubble Space Telescope named in Hubble's honor. The Mount Wilson Observatory offers a ""virtual walking tour"" of this historic telescope.  For more information see Mount Wilson Observatory Historical Image Archives   We keep an archive of Astronomy Pictures of the Day.   Astronomy Picture of the Day is brought to you by  Robert Nemiroff and  Jerry Bonnell . Original material on this page is copyrighted to Robert J. Nemiroff and Jerry T. Bonnell.",https://apod.nasa.gov/apod/image/hooker.gif,image,v1,The Hooker Telescope on Mt. Wilson,https://apod.nasa.gov/apod/image/hooker.gif,,1995-07-01.gif
1995-07-02,"July 2, 1995    The Cartwheel Galaxy  Picture Credit: NASA, Hubble Space Telescope  Explanation:  The Cartwheel Galaxy shows a ring that is the result of a collision between a small and a large galaxy. After a small galaxy has moved through a big galaxy - in this case one that probably resembled our own Milky Way - a star formation wave moves out from the impact point like ripples across the surface of a pond. When galaxies collide it is rare that any two stars actually collide. Gravity, however, causes density waves to move out through the galaxy which in turn triggers the formation of hot, bright young stars, producing the ring that we see in this picture.  For more information see NASA, Hubble Space Telescope Scientific Institute press release.   We keep an archive of Astronomy Pictures of the Day.   Astronomy Picture of the Day is brought to you by  Robert Nemiroff and  Jerry Bonnell . Original material on this page is copyrighted to Robert J. Nemiroff and Jerry T. Bonnell.",https://apod.nasa.gov/apod/image/cartwheel_hst.gif,image,v1,The Cartwheel Galaxy,https://apod.nasa.gov/apod/image/cartwheel_hst.gif,,1995-07-02.gif
1995-07-03,"July 3, 1995    The Great Nebula in Orion  Picture Credit: NASA, Hubble Space Telescope  Explanation:  The Great Nebula in Orion, M42, can be found on the night sky just below and to the left of the easily identifiable belt of three stars in the popular constellation Orion. This nebula is one of the closest stellar nurseries - where young stars are being formed even now. Clumps of gas (mostly hydrogen and helium) and dust in the nebula are squeezed together by their own gravity until they collapse and form stars. Some stars we can see here partially obscured by the nebula, are only about 100,000 years old - just babies compared to the 5 billion (5,000,000,000) years of our Sun.  For more information see NASA, Hubble Space Telescope Scientific Institute press release.   We keep an archive of Astronomy Pictures of the Day.   Astronomy Picture of the Day is brought to you by  Robert Nemiroff and  Jerry Bonnell . Original material on this page is copyrighted to Robert J. Nemiroff and Jerry T. Bonnell.",https://apod.nasa.gov/apod/image/orion_hst.gif,image,v1,The Great Nebula in Orion,https://apod.nasa.gov/apod/image/orion_hst.gif,,1995-07-03.gif
1995-07-04,"July 4, 1995    The Firework Nebula  Picture Credit: WIYN Telescope  Explanation:  The Firework Nebula, known to astronomers as ""GK Per"", is the result of a type of stellar explosion called a nova. In a nova, a very compact star called a white dwarf blasts away gas that had accumulated on its surface. In this case the nova occurred in the year 1901 and is called Nova Persei 1901. This nova became as bright as one of the brighter stars we see in the night sky, but then faded until only a telescope could see it. Soon astronomers could see an expanding shell of gas that eventually became this spectacular nebula. The unusual ""fireworks"" type feature of this nebula is still a matter of research and discussion.  For more information see the  Wiyn Telescope press release.   We keep an archive of Astronomy Pictures of the Day.   Astronomy Picture of the Day is brought to you by  Robert Nemiroff and  Jerry Bonnell . Original material on this page is copyrighted to Robert J. Nemiroff and Jerry T. Bonnell.",https://apod.nasa.gov/apod/image/fireworks_wiyn.gif,image,v1,The Firework Nebula,https://apod.nasa.gov/apod/image/fireworks_wiyn.gif,,1995-07-04.gif
1995-07-05,"July 5, 1995    The Night Side of Saturn  Picture Credit: NASA, Jet Propulsion Laboratory,Voyager Project Explanation:  This image of Saturn was made in November 1980 by the Voyager 1 spacecraft as it flew past the ringed gas giant planet. From a spectacular vantage point, looking back toward the inner solar system, the robot spacecraft recorded this view of the night side of Saturn casting a sharp shadow across the bright rings. No Earth based telescope could ever take a similar picture. Since Earth is closer to the sun than Saturn, only the day side of the planet is visible from the Earth.  For more information see Calvin J. Hamilton's Saturn Page.  We keep an archive of Astronomy Pictures of the Day.   Astronomy Picture of the Day is brought to you by  Robert Nemiroff and  Jerry Bonnell . Original material on this page is copyrighted to Robert J. Nemiroff and Jerry T. Bonnell.",https://apod.nasa.gov/apod/image/saturn_night.gif,image,v1,The Night Side of Saturn,https://apod.nasa.gov/apod/image/saturn_night.gif,,1995-07-05.gif
1995-07-06,"July 6, 1995    Saturn, Rings, and Two Moons  Picture Credit: NASA, Jet Propulsion Laboratory,Voyager Project Explanation:  This image of Saturn was made by NASA's robot spacecraft Voyager 2 as it began to explore the Saturn system in 1981. Saturn's famous rings are visible along with two of its moons, Rhea and Dione which appear as faint dots in the right and lower right part of the picture. Astronomers believe that Saturn's moons play a fundamental role in sculpting its elaborate ring system.  For more information about the picture see the NASA, JPL press release.  We keep an archive of Astronomy Pictures of the Day.   Astronomy Picture of the Day is brought to you by  Robert Nemiroff and  Jerry Bonnell . Original material on this page is copyrighted to Robert J. Nemiroff and Jerry T. Bonnell.",https://apod.nasa.gov/apod/image/saturn_2moons.gif,image,v1,"Saturn, Rings, and Two Moons",https://apod.nasa.gov/apod/image/saturn_2moons.gif,,1995-07-06.gif
1995-07-07,"July 7, 1995    Lunar Farside from Apollo 13  Picture Credit: NASA, Crew of Apollo 13 Explanation:  In April of 1970, after an explosion damaged their spacecraft, the Apollo 13 astronauts were forced to abandon their plans to make the third manned lunar landing. Still, while coasting around the moon in their desperate attempt to return to earth they were able to photograph the moon's far side. The large, dark, smooth looking feature on the left in this picture is known as the ""Mare Moscoviense"". It was created by a lava flow filling in a large impact crater on the lunar surface. As suggested by the name, the Mare Moscoviense was first photographed by an early Soviet lunar probe.  For more information about the picture see the NASA photo caption.  We keep an archive of Astronomy Pictures of the Day.   Astronomy Picture of the Day is brought to you by  Robert Nemiroff and  Jerry Bonnell . Original material on this page is copyrighted to Robert J. Nemiroff and Jerry T. Bonnell.",https://apod.nasa.gov/apod/image/farside_a13.gif,image,v1,Lunar Farside from Apollo 13,https://apod.nasa.gov/apod/image/farside_a13.gif,,1995-07-07.gif
1995-07-08,"July 8, 1995   Damage to Apollo 13  Picture Credit: NASA, Crew of Apollo 13 Explanation:  In April of 1970, after an oxygen tank exploded and damaged their service module, the Apollo 13 astronauts were forced to abandon their plans to make the third manned lunar landing. The extent of the damage is revealed in this photo, taken as the crippled module was drifting away - jettisoned prior to their reentry and eventual safe splashdown. An entire panel on the right side of the module is seen to have been blown away and damage to internal structures is apparent.  For more information about the picture see the NASA photo caption.  We keep an archive of Astronomy Pictures of the Day.   Astronomy Picture of the Day is brought to you by  Robert Nemiroff and  Jerry Bonnell . Original material on this page is copyrighted to Robert J. Nemiroff and Jerry T. Bonnell.",https://apod.nasa.gov/apod/image/a13_servicemod.gif,image,v1,Damage to Apollo 13,https://apod.nasa.gov/apod/image/a13_servicemod.gif,,1995-07-08.gif
1995-07-09,"July 9, 1995   A Meteoric View of Apollo 13  Picture Credit: Unknown Explanation:  Meteors, also called shooting stars, normally begin as bits of dust from the tails of comets or even small pieces chipped off asteroids. Falling toward Earth, these particles enter the atmosphere at extremely high speeds. Friction with the air heats them up and makes them glow brightly. Their rapid motion across the sky causes them to show up as bright streaks in photographs. In this picture, however, the bright streaks which appear to be meteor trails are believed to be two large pieces of the Apollo 13 spacecraft, the service and lunar modules, reentering the atmosphere.   For more information about the picture see the NASA photo caption.  We keep an archive of Astronomy Pictures of the Day.   Astronomy Picture of the Day is brought to you by  Robert Nemiroff and  Jerry Bonnell . Original material on this page is copyrighted to Robert J. Nemiroff and Jerry T. Bonnell.",https://apod.nasa.gov/apod/image/reenter_a13.gif,image,v1,A Meteoric View of Apollo 13,https://apod.nasa.gov/apod/image/reenter_a13.gif,,1995-07-09.gif
1995-07-10,"July 10, 1995    Abell 2218: A Galaxy Cluster Lens  Picture Credit: NASA, HST, WFPC2, W. Couch (UNSW)  Explanation:  Sometimes one of the largest concentrations of mass known can act like a lens. Almost all of the bright objects in this image are galaxies in the cluster known as Abell 2218. The cluster is so massive and so compact that it bends light from galaxies that lie behind it, causing many of them to appear as stretched out arcs. Many dim, elongated arcs are visible on this photograph. This picture was taken with the Wide Field Planetary Camera 2 on board the Hubble Space Telescope.  For more information about this picture see the Space Telescope Scientific Institute's  press release.  We keep an archive of Astronomy Pictures of the Day.   Astronomy Picture of the Day is brought to you by  Robert Nemiroff and  Jerry Bonnell . Original material on this page is copyrighted to Robert J. Nemiroff and Jerry T. Bonnell.",https://apod.nasa.gov/apod/image/a2218lens_hst.gif,image,v1,Abell 2218: A Galaxy Cluster Lens,https://apod.nasa.gov/apod/image/a2218lens_hst.gif,,1995-07-10.gif
1995-07-11,"July 11, 1995    Microlensing of the Einstein Cross  Picture Credit: Geraint Lewis and Michael Irwin, William Hershel Telescope  Explanation:  The famous ""Einstein Cross"" is a case where a single object is seen four times. Here a very distant QSO happened to be placed right behind a massive galaxy. The gravitational effect of the galaxy on the distant QSO was similar to the lens effect of a drinking glass on a distant street light - it created multiple images. But stars in the foreground galaxy have been found to act as gravitational lenses here too! These stars make the images change brightness relative to each other. These brightness changes are visible on these two photographs of the Einstein Cross, taken about 3 years apart.   For more information about this picture see the home page of the IAU Symposium 173  Astrophysical Applications of Gravitational Lensing in Melbourne, Australia 9-14 July, 1995.   We keep an archive of Astronomy Pictures of the Day.   Astronomy Picture of the Day is brought to you by  Robert Nemiroff and  Jerry Bonnell . Original material on this page is copyrighted to Robert J. Nemiroff and Jerry T. Bonnell.",https://apod.nasa.gov/apod/image/microlens_wht.gif,image,v1,Microlensing of the Einstein Cross,https://apod.nasa.gov/apod/image/microlens_wht.gif,,1995-07-11.gif
1995-07-12,"July 12, 1995    Eta Carinae Before Explosion  Picture Credit: NASA, HST, WFPC2, J. Hester (ASU)  Explanation:  The star Eta Carinae, at the center of the photo, will likely destroy itself in a spectacular explosion in a few million years - or sooner! Currently it is one of the brightest, most massive, and least stable stars known. Much of the gas in this Hubble Space Telescope photograph was blown off the star itself. Some of these gas clouds are similar in size to our solar system. Astronomers cannot yet fully explain the motions of the surrounding nebula, and continue to study this system.  Reference:  the Space Telescope Scientific Institute's  press release.  We keep an archive of Astronomy Pictures of the Day.   Astronomy Picture of the Day is brought to you by  Robert Nemiroff and  Jerry Bonnell . Original material on this page is copyrighted to Robert J. Nemiroff and Jerry T. Bonnell.",https://apod.nasa.gov/apod/image/etacarinae_hst.gif,image,v1,Eta Carinae Before Explosion,https://apod.nasa.gov/apod/image/etacarinae_hst.gif,,1995-07-12.gif
1995-07-13,"July 13, 1995    A String Of Pearls  Picture Credit: NASA, Hubble Space Telescope (courtesy of H. Weaver)  Explanation:  Comet Shoemaker-Levy 9, named after its co-discoverers, was often referred to as the ""string of pearls"" comet. It is famous for its unusual appearance as well as its collision with the planet Jupiter! The comet's original single nucleus was torn to pieces by Jupiter's strong gravity during a close encounter with the solar system's largest planet in 1992. The pieces are seen in this composite of Hubble Space Telescope images to be ""pearls"" strung out along the comet's orbital path. In July of 1994 these pieces collided with Jupiter in a unique and spectacular series of events.  For more information about the picture see the Split Comet Studies Page.  We keep an archive of Astronomy Pictures of the Day.   Astronomy Picture of the Day is brought to you by  Robert Nemiroff and  Jerry Bonnell . Original material on this page is copyrighted to Robert J. Nemiroff and Jerry T. Bonnell.",https://apod.nasa.gov/apod/image/stringofpearls.gif,image,v1,A String Of Pearls,https://apod.nasa.gov/apod/image/stringofpearls.gif,,1995-07-13.gif
1995-07-14,"July 14, 1995    Comet Impacts on Jupiter  Picture Credit: NASA, Hubble Space Telescope  Explanation:  In July of 1994, pieces of Comet Shoemaker-Levy 9, also known as the ""string of pearls"" comet, collided with the planet Jupiter. As the comet fragments smashed in to Jupiter, the resulting explosions scattered large quantities of dusty cometary debris into the Jovian atmosphere. The clouds of debris created the multiple dark smudges visible in this picture. Jupiter's rotation causes the successive impact sites to be strung out along the cloud bands while the strong winds cause the appearance of the smudges to change with time. Jupiter's famous red spot is also visible to the left of center.  For more information about the picture see comments by the Hubble Space Telescope Comet Team.   We keep an archive of Astronomy Pictures of the Day.   Astronomy Picture of the Day is brought to you by  Robert Nemiroff and  Jerry Bonnell . Original material on this page is copyrighted to Robert J. Nemiroff and Jerry T. Bonnell.",https://apod.nasa.gov/apod/image/jupimpact.gif,image,v1,Comet Impacts on Jupiter,https://apod.nasa.gov/apod/image/jupimpact.gif,,1995-07-14.gif
1995-07-15,"July 15, 1995    The Crater Chain  Picture Credit: NASA, Voyager Team  Explanation:  NASA's robot spaceprobe Voyager 1, took this closeup image of the surface of Jupiter's crater scarred moon Callisto in 1979. A mysterious chain of craters is seen to extend diagonally across the image (upper left to lower right). What could cause the craters to line up in such a regular fashion? Scientists were at a loss to explain this crater chain along with several other chain like features observed on Callisto's surface. Fifteen years later, with the discovery of Comet Shoemaker-Levy 9, also known as the ""string of pearls"" comet, the mystery was solved. Comets whose orbits stray too close to Jupiter are torn apart by the strong gravity. When the individual pieces, strung out along the orbital path of the comet hit an object like Callisto, the sequence of impacts produces a crater chain.  For more information about the picture see the Split Comet Studies Page.  We keep an archive of Astronomy Pictures of the Day.   Astronomy Picture of the Day is brought to you by  Robert Nemiroff and  Jerry Bonnell . Original material on this page is copyrighted to Robert J. Nemiroff and Jerry T. Bonnell.",https://apod.nasa.gov/apod/image/craterchain1.gif,image,v1,The Crater Chain,https://apod.nasa.gov/apod/image/craterchain1.gif,,1995-07-15.gif
1995-07-16,"July 16, 1995    The Exploration of Mars  Picture Credit: NASA,Viking Project, USGS  Explanation:  Thirty years ago NASA's exploration of Mars began. In July of 1965 the Mariner 4 spacecraft flew within 6,000 miles of Mars and returned 21 pictures of the mysterious red planet. NASA's continued exploration of Mars has produced detailed views of the red tinged Martian surface like the one shown above which is a composite of 102 images from the Viking missions to Mars . The composite was constructed by the  US Geological Survey. For more information about the picture see the NSSDC Photo Gallery of Mars. The exploration of Mars is chronicled by the Center For Mars Exploration.  We keep an archive of Astronomy Pictures of the Day.   Astronomy Picture of the Day is brought to you by  Robert Nemiroff and  Jerry Bonnell . Original material on this page is copyrighted to Robert J. Nemiroff and Jerry T. Bonnell.",https://apod.nasa.gov/apod/image/usgsmars.gif,image,v1,The Exploration of Mars,https://apod.nasa.gov/apod/image/usgsmars.gif,,1995-07-16.gif
1995-07-17,"July 17, 1995    Barsoom  Picture Credit: NASA,Viking Project  Explanation:  ""Yes, I have been to Barsoom again ..."" begins John Carter in Edgar Rice Burroughs' 1913 science fiction classic ""The Gods of Mars"". In Burroughs' novels describing Carter's adventures on Mars, ""Barsoom"" is the local name for the red planet. Long after Burroughs' stories were published, Mars has continued to capture the imagination of science fiction writers as a popular location for extraterrestrial adventures. This dramatic picture of a crescent Mars was taken by NASA's Viking 2 spacecraft in 1976.  For more information about Earth dwellers' efforts to explore Mars, see The Martian Chronicle.  We keep an archive of Astronomy Pictures of the Day.   Astronomy Picture of the Day is brought to you by  Robert Nemiroff and  Jerry Bonnell . Original material on this page is copyrighted to Robert J. Nemiroff and Jerry T. Bonnell.",https://apod.nasa.gov/apod/image/barsoom.gif,image,v1,Barsoom,https://apod.nasa.gov/apod/image/barsoom.gif,,1995-07-17.gif
1995-07-18,"July 18, 1995    Cygnus Loop Supernova Shockwave  Credit: NASA, HST, WFPC2, Jeff Hester  Explanation:  15,000 years ago a star in the constellation of Cygnus exploded. This picture shows a portion of a shockwave from this  supernova explosion still expanding past nearby stars. The collision of this gaseous shockwave with a stationary gas cloud has heated the gas causing it to glow in a spectacular array of colors, known as the Cygnus Loop.  This picture was taken with the Wide Field and Planetary Camera 2 on board the  Hubble Space Telescope. For more information see the NASA Hubble Space Telescope  press release.  We keep an archive of Astronomy Pictures of the Day.   Astronomy Picture of the Day is brought to you by  Robert Nemiroff and  Jerry Bonnell . Original material on this page is copyrighted to Robert J. Nemiroff and Jerry T. Bonnell.",https://apod.nasa.gov/apod/image/CygnusLoop_hst.gif,image,v1,Cygnus Loop Supernova Shockwave,https://apod.nasa.gov/apod/image/CygnusLoop_hst.gif,,1995-07-18.gif
1995-07-19,"July 19, 1995    The Mountains of Mars  Picture Credit: NASA,Viking Project  Explanation:  Volcanic activity on Mars has produced towering mountains. The largest one, Olympus Mons, is pictured here in this Viking Orbiter image. Olympus Mons is a shield volcano nearly 15 miles high and over 300 miles wide at its base. By comparison, Earth's largest volcano, Mauna Loa in Hawaii, is just over 5 miles high and about 12 miles wide.  For more information about volcanic mountains on Mars see Calvin J. Hamilton's Mars page. The exploration of Mars is chronicled by the Center For Mars Exploration.  We keep an archive of Astronomy Pictures of the Day.   Astronomy Picture of the Day is brought to you by  Robert Nemiroff and  Jerry Bonnell . Original material on this page is copyrighted to Robert J. Nemiroff and Jerry T. Bonnell.",https://apod.nasa.gov/apod/image/olympus.gif,image,v1,The Mountains of Mars,https://apod.nasa.gov/apod/image/olympus.gif,,1995-07-19.gif
